,locationId,location,parameter,value,unit,country,city,isMobile,isAnalysis,entity,sensorType,date.utc,date.local,coordinates.latitude,coordinates.longitude
96,1938,Seattle-Beacon Hill,pm10,10.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-22 03:00:00+00:00,2024-03-21 20:00:00,47.568236000000006,-122.308628
97,1938,Seattle-Beacon Hill,pm10,8.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-22 02:00:00+00:00,2024-03-21 19:00:00,47.568236000000006,-122.308628
98,1938,Seattle-Beacon Hill,pm10,6.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-22 01:00:00+00:00,2024-03-21 18:00:00,47.568236000000006,-122.308628
99,1938,Seattle-Beacon Hill,pm10,5.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-22 00:00:00+00:00,2024-03-21 17:00:00,47.568236000000006,-122.308628
100,1938,Seattle-Beacon Hill,pm10,6.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 23:00:00+00:00,2024-03-21 16:00:00,47.568236000000006,-122.308628
101,1938,Seattle-Beacon Hill,pm10,8.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 22:00:00+00:00,2024-03-21 15:00:00,47.568236000000006,-122.308628
102,1938,Seattle-Beacon Hill,pm10,6.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 21:00:00+00:00,2024-03-21 14:00:00,47.568236000000006,-122.308628
103,1938,Seattle-Beacon Hill,pm10,6.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 20:00:00+00:00,2024-03-21 13:00:00,47.568236000000006,-122.308628
104,1938,Seattle-Beacon Hill,pm10,6.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 19:00:00+00:00,2024-03-21 12:00:00,47.568236000000006,-122.308628
105,1938,Seattle-Beacon Hill,pm10,8.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 18:00:00+00:00,2024-03-21 11:00:00,47.568236000000006,-122.308628
106,1938,Seattle-Beacon Hill,pm10,11.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 17:00:00+00:00,2024-03-21 10:00:00,47.568236000000006,-122.308628
107,1938,Seattle-Beacon Hill,pm10,11.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 16:00:00+00:00,2024-03-21 09:00:00,47.568236000000006,-122.308628
108,1938,Seattle-Beacon Hill,pm10,8.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 15:00:00+00:00,2024-03-21 08:00:00,47.568236000000006,-122.308628
109,1938,Seattle-Beacon Hill,pm10,10.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 14:00:00+00:00,2024-03-21 07:00:00,47.568236000000006,-122.308628
110,1938,Seattle-Beacon Hill,pm10,11.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 13:00:00+00:00,2024-03-21 06:00:00,47.568236000000006,-122.308628
